cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score,fscore
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,5-Year Graduation Rate,Gender,Female,78,67,85.9,85.9
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,5-Year Graduation Rate,Gender,Male,83,73,87.95,87.95
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,131,115,87.79,87.79
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,5-Year Graduation Rate,IEP,Has IEP,30,25,83.33,83.33
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,All Students,All Students,161,140,86.96,86.96
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,130,112,86.15,86.15
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,31,28,90.32,90.32
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,ELL,EL,25,21,84,84.0
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,ELL,Non-EL,136,119,87.5,87.5
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,90,80,88.89,88.89
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,59,48,81.36,81.36
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,Gender,Female,78,67,85.9,85.9
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,Gender,Male,83,73,87.95,87.95
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,130,115,88.46,88.46
2011-2012,5060,Jules E. Mastbaum Area Vocational Technical High School,District,6-Year Graduation Rate,IEP,Has IEP,31,25,80.65,80.65
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,All Students,All Students,73,71,97.26,97.26
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,41,40,97.56,97.56
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,32,31,96.88,96.88
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,ELL,Non-EL,73,71,97.26,97.26
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,70,68,97.14,97.14
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,Gender,Female,51,51,100,100.0
2011-2012,5070,Parkway Northwest High School,District,4-Year Graduation Rate,Gender,Male,22,20,90.91,90.91
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,All Students,All Students,73,72,98.63,98.63
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,41,40,97.56,97.56
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,32,32,100,100.0
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,ELL,Non-EL,73,72,98.63,98.63
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,70,69,98.57,98.57
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,Gender,Female,51,51,100,100.0
2011-2012,5070,Parkway Northwest High School,District,5-Year Graduation Rate,Gender,Male,22,21,95.45,95.45
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,All Students,All Students,73,72,98.63,98.63
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,41,40,97.56,97.56
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,32,32,100,100.0
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,ELL,Non-EL,73,72,98.63,98.63
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,70,69,98.57,98.57
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,Gender,Female,51,51,100,100.0
2011-2012,5070,Parkway Northwest High School,District,6-Year Graduation Rate,Gender,Male,22,21,95.45,95.45
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,All Students,All Students,110,105,95.45,95.45
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,84,81,96.43,96.43
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,26,24,92.31,92.31
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,95,90,94.74,94.74
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,Gender,Female,69,66,95.65,95.65
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,Gender,Male,41,39,95.12,95.12
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,97,93,95.88,95.88
2011-2012,5080,Parkway Center City Middle College High School,District,4-Year Graduation Rate,IEP,Has IEP,13,12,92.31,92.31
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,All Students,All Students,109,104,95.41,95.41
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,83,80,96.39,96.39
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,26,24,92.31,92.31
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,94,89,94.68,94.68
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,Gender,Female,68,65,95.59,95.59
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,Gender,Male,41,39,95.12,95.12
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,99,94,94.95,94.95
2011-2012,5080,Parkway Center City Middle College High School,District,5-Year Graduation Rate,IEP,Has IEP,10,10,100,100.0
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,All Students,All Students,109,104,95.41,95.41
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,83,80,96.39,96.39
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,26,24,92.31,92.31
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,94,89,94.68,94.68
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,Gender,Female,68,65,95.59,95.59
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,Gender,Male,41,39,95.12,95.12
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,97,93,95.88,95.88
2011-2012,5080,Parkway Center City Middle College High School,District,6-Year Graduation Rate,IEP,Has IEP,12,11,91.67,91.67
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,All Students,All Students,93,81,87.1,87.1
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,67,59,88.06,88.06
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,26,22,84.62,84.62
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,ELL,Non-EL,93,81,87.1,87.1
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,90,78,86.67,86.67
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,Gender,Female,55,50,90.91,90.91
2011-2012,5090,Parkway West High School,District,4-Year Graduation Rate,Gender,Male,38,31,81.58,81.58
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,All Students,All Students,92,81,88.04,88.04
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,63,56,88.89,88.89
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,29,25,86.21,86.21
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,ELL,Non-EL,92,81,88.04,88.04
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,89,78,87.64,87.64
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,Gender,Female,55,50,90.91,90.91
2011-2012,5090,Parkway West High School,District,5-Year Graduation Rate,Gender,Male,37,31,83.78,83.78
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,All Students,All Students,92,81,88.04,88.04
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,65,58,89.23,89.23
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,27,23,85.19,85.19
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,ELL,Non-EL,92,81,88.04,88.04
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,89,78,87.64,87.64
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,Gender,Female,55,50,90.91,90.91
2011-2012,5090,Parkway West High School,District,6-Year Graduation Rate,Gender,Male,37,31,83.78,83.78
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,All Students,All Students,140,132,94.29,94.29
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,88,84,95.45,95.45
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,52,48,92.31,92.31
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Ethnicity,Asian,21,20,95.24,95.24
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,76,71,93.42,93.42
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,26,24,92.31,92.31
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Ethnicity,White,15,15,100,100.0
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Gender,Female,85,82,96.47,96.47
2011-2012,5150,William W. Bodine High School,District,4-Year Graduation Rate,Gender,Male,55,50,90.91,90.91
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,All Students,All Students,139,132,94.96,94.96
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,85,82,96.47,96.47
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,54,50,92.59,92.59
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Ethnicity,Asian,21,20,95.24,95.24
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,76,71,93.42,93.42
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,25,24,96,96.0
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Ethnicity,White,15,15,100,100.0
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Gender,Female,84,82,97.62,97.62
2011-2012,5150,William W. Bodine High School,District,5-Year Graduation Rate,Gender,Male,55,50,90.91,90.91
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,All Students,All Students,139,132,94.96,94.96
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,87,84,96.55,96.55
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,52,48,92.31,92.31
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Ethnicity,Asian,21,20,95.24,95.24
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,76,71,93.42,93.42
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,25,24,96,96.0
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Ethnicity,White,15,15,100,100.0
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Gender,Female,84,82,97.62,97.62
2011-2012,5150,William W. Bodine High School,District,6-Year Graduation Rate,Gender,Male,55,50,90.91,90.91
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,All Students,All Students,68,51,75,75.0
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,58,46,79.31,79.31
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,10,5,50,50.0
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,18,14,77.78,77.78
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,Ethnicity,White,38,28,73.68,73.68
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,Gender,Female,32,25,78.13,78.13
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,Gender,Male,36,26,72.22,72.22
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,55,43,78.18,78.18
2011-2012,5160,Penn Treaty High School,District,4-Year Graduation Rate,IEP,Has IEP,13,8,61.54,61.54
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,All Students,All Students,68,53,77.94,77.94
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,56,45,80.36,80.36
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,12,8,66.67,66.67
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,18,15,83.33,83.33
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,Ethnicity,White,38,29,76.32,76.32
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,Gender,Female,32,27,84.38,84.38
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,Gender,Male,36,26,72.22,72.22
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,55,44,80,80.0
2011-2012,5160,Penn Treaty High School,District,5-Year Graduation Rate,IEP,Has IEP,13,9,69.23,69.23
